seq,is_zvw,instant_quiet,qw,qx,qy,qz,pos_x,pos_y,pos_z
71.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
107.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,1,1,0.99956,-0.018893633,0.022862991,0.0004176923,0.0,0.0,0.0
110.0,1,1,0.9995595,-0.018877953,0.022898013,0.00040339917,0.0,0.0,0.0
111.0,1,1,0.9995589,-0.018867511,0.022932729,0.00038908134,0.0,0.0,0.0
112.0,1,1,0.99955827,-0.018855056,0.022972029,0.00036961472,0.0,0.0,0.0
113.0,1,1,0.9995576,-0.01883781,0.023013817,0.00035826248,0.0,0.0,0.0
114.0,1,1,0.9995571,-0.018815674,0.023054948,0.00034701836,0.0,0.0,0.0
115.0,1,1,0.9995568,-0.01879565,0.023085613,0.00033806998,0.0,0.0,0.0
116.0,1,1,0.99955636,-0.018780796,0.023116218,0.0003262484,0.0,0.0,0.0
117.0,1,1,0.9995559,-0.018761067,0.023153989,0.00031449803,0.0,0.0,0.0
118.0,1,1,0.99955505,-0.018735122,0.02320627,0.0003032935,0.0,0.0,0.0
119.0,1,1,0.99955386,-0.01872015,0.023273168,0.0002895812,0.0,0.0,0.0
120.0,1,1,0.99955255,-0.018719539,0.023329046,0.00028095057,0.0,0.0,0.0
121.0,1,1,0.99955136,-0.018716043,0.023383277,0.0002717785,0.0,0.0,0.0
122.0,1,1,0.9995502,-0.018707898,0.023437176,0.00025729046,0.0,0.0,0.0
123.0,1,1,0.99954855,-0.018715797,0.023503663,0.00024300099,0.0,0.0,0.0
124.0,1,1,0.99954695,-0.01871809,0.023571176,0.00022613112,0.0,0.0,0.0
125.0,1,1,0.9995451,-0.018722909,0.023644904,0.00020931418,0.0,0.0,0.0
126.0,1,1,0.99954337,-0.018725032,0.02371619,0.00019502785,0.0,0.0,0.0
127.0,1,1,0.99954176,-0.018724877,0.023784885,0.00018607364,0.0,0.0,0.0
128.0,1,1,0.9995399,-0.018725853,0.023860937,0.00017454223,0.0,0.0,0.0
129.0,1,1,0.9995377,-0.018736582,0.023945447,0.00015783437,0.0,0.0,0.0
130.0,1,1,0.9995349,-0.018759735,0.024044342,0.0001383296,0.0,0.0,0.0
131.0,1,1,0.99953204,-0.018785156,0.024144333,0.00012420739,0.0,0.0,0.0
132.0,1,1,0.9995295,-0.018800406,0.024238283,0.000110248,0.0,0.0,0.0
133.0,1,1,0.9995273,-0.018810514,0.02432103,9.6393975e-05,0.0,0.0,0.0
134.0,1,1,0.99952483,-0.018825749,0.024405682,7.9806785e-05,0.0,0.0,0.0
135.0,1,1,0.9995225,-0.018842133,0.024489112,6.839856e-05,0.0,0.0,0.0
136.0,1,1,0.99952024,-0.018862661,0.024565713,4.874447e-05,0.0,0.0,0.0
137.0,1,1,0.99951863,-0.01887215,0.024626052,2.903507e-05,0.0,0.0,0.0
138.0,1,1,0.99951744,-0.01887037,0.024676073,9.704483e-06,0.0,0.0,0.0
139.0,1,1,0.99951625,-0.01886668,0.024726333,-9.559304e-06,0.0,0.0,0.0
140.0,1,1,0.999515,-0.018865358,0.024778351,-2.6148626e-05,0.0,0.0,0.0
141.0,1,1,0.9995137,-0.018863857,0.024832414,-4.8280923e-05,0.0,0.0,0.0
142.0,1,1,0.99951226,-0.018872403,0.02488373,-6.521144e-05,0.0,0.0,0.0
143.0,1,1,0.99951077,-0.0188786,0.024939757,-8.475903e-05,0.0,0.0,0.0
144.0,1,1,0.9995094,-0.018877454,0.024994412,-9.84577e-05,0.0,0.0,0.0
145.0,1,1,0.9995081,-0.0188767,0.025048386,-0.00011986779,0.0,0.0,0.0
146.0,1,1,0.9995067,-0.018875638,0.025103753,-0.00013867332,0.0,0.0,0.0
147.0,1,1,0.99950516,-0.018881684,0.025160637,-0.00015757987,0.0,0.0,0.0
148.0,1,1,0.9995036,-0.018899089,0.02520926,-0.00017695328,0.0,0.0,0.0
149.0,1,1,0.9995025,-0.018906029,0.025247985,-0.00019650727,0.0,0.0,0.0
150.0,1,1,0.9995016,-0.018908577,0.025281448,-0.00021329474,0.0,0.0,0.0
151.0,1,1,0.9995006,-0.018916458,0.025314515,-0.00023534245,0.0,0.0,0.0
152.0,1,1,0.9994996,-0.018926945,0.02534455,-0.00025996877,0.0,0.0,0.0
153.0,1,1,0.99949855,-0.018939907,0.025376987,-0.0002792178,0.0,0.0,0.0
154.0,1,1,0.9994976,-0.01894238,0.025408788,-0.00029840955,0.0,0.0,0.0
155.0,1,1,0.99949694,-0.0189475,0.0254325,-0.00031476436,0.0,0.0,0.0
156.0,1,1,0.999496,-0.018954674,0.02546373,-0.00033413034,0.0,0.0,0.0
157.0,1,1,0.99949515,-0.018964779,0.025489565,-0.00035869685,0.0,0.0,0.0
158.0,1,1,0.9994941,-0.018982705,0.025518075,-0.00037784918,0.0,0.0,0.0
159.0,1,1,0.9994927,-0.019000497,0.02555931,-0.00039712293,0.0,0.0,0.0
160.0,1,1,0.9994914,-0.01901533,0.025599068,-0.00041866605,0.0,0.0,0.0
161.0,1,1,0.99949026,-0.019024953,0.02563568,-0.00043745665,0.0,0.0,0.0
162.0,1,1,0.999489,-0.019040018,0.025672168,-0.000456088,0.0,0.0,0.0
163.0,1,1,0.9994875,-0.019058121,0.025716225,-0.00047716955,0.0,0.0,0.0
164.0,1,1,0.9994855,-0.019086754,0.025772663,-0.0005009458,0.0,0.0,0.0
165.0,1,1,0.9994833,-0.019129328,0.025827141,-0.00052177144,0.0,0.0,0.0
166.0,1,1,0.9994814,-0.019170495,0.02586902,-0.00054068526,0.0,0.0,0.0
167.0,1,1,0.99947995,-0.0192031,0.025900017,-0.00055698724,0.0,0.0,0.0
168.0,1,1,0.99947923,-0.019220851,0.025915125,-0.000572849,0.0,0.0,0.0
169.0,1,1,0.99947864,-0.019231206,0.02593039,-0.00059398887,0.0,0.0,0.0
170.0,1,1,0.9994779,-0.019249553,0.02594366,-0.0006152157,0.0,0.0,0.0
171.0,1,1,0.9994767,-0.019275362,0.025972562,-0.00063663477,0.0,0.0,0.0
172.0,1,1,0.99947536,-0.019295707,0.026002591,-0.0006523378,0.0,0.0,0.0
173.0,1,1,0.99947387,-0.01932872,0.026037347,-0.00067034113,0.0,0.0,0.0
174.0,1,1,0.9994724,-0.019368438,0.026064362,-0.0006916124,0.0,0.0,0.0
175.0,1,1,0.9994714,-0.019394387,0.02608051,-0.0007185299,0.0,0.0,0.0
176.0,1,1,0.9994708,-0.01941037,0.026093965,-0.0007451207,0.0,0.0,0.0
177.0,1,1,0.9994703,-0.019418228,0.026104804,-0.0007637745,0.0,0.0,0.0
178.0,1,1,0.9994702,-0.01942319,0.026107054,-0.00078763824,0.0,0.0,0.0
179.0,1,1,0.9994699,-0.019430146,0.02611191,-0.00081187324,0.0,0.0,0.0
180.0,1,1,0.99946976,-0.019436786,0.026111655,-0.0008335067,0.0,0.0,0.0
181.0,1,1,0.9994697,-0.019443348,0.026108129,-0.0008603413,0.0,0.0,0.0
182.0,1,1,0.9994695,-0.019448778,0.02610926,-0.0008875176,0.0,0.0,0.0
183.0,1,1,0.99946964,-0.019446373,0.02610508,-0.00091200246,0.0,0.0,0.0
184.0,1,1,0.9994701,-0.019435294,0.026094321,-0.0009388458,0.0,0.0,0.0
185.0,1,1,0.99947083,-0.019421998,0.026076647,-0.0009631057,0.0,0.0,0.0
186.0,1,1,0.99947125,-0.019416105,0.02606442,-0.0009877033,0.0,0.0,0.0
187.0,1,1,0.9994711,-0.019417882,0.026067311,-0.0010148615,0.0,0.0,0.0
188.0,1,1,0.9994708,-0.019422263,0.026072638,-0.0010392057,0.0,0.0,0.0
189.0,1,1,0.9994703,-0.019434366,0.026083631,-0.0010610181,0.0,0.0,0.0
190.0,1,1,0.9994697,-0.019443152,0.026099835,-0.0010830461,0.0,0.0,0.0
191.0,1,1,0.999469,-0.019449811,0.026120547,-0.0011021562,0.0,0.0,0.0
192.0,1,1,0.9994683,-0.019456716,0.026140602,-0.0011183785,0.0,0.0,0.0
193.0,1,1,0.9994673,-0.019466527,0.026171045,-0.0011399817,0.0,0.0,0.0
194.0,1,1,0.99946606,-0.01948572,0.026203541,-0.0011588607,0.0,0.0,0.0
195.0,1,1,0.99946505,-0.019507326,0.026225854,-0.0011805982,0.0,0.0,0.0
196.0,1,1,0.9994641,-0.0195241,0.026248772,-0.0012024542,0.0,0.0,0.0
197.0,1,1,0.9994632,-0.019540908,0.026268838,-0.0012241633,0.0,0.0,0.0
198.0,1,1,0.9994625,-0.019557139,0.026283372,-0.001246037,0.0,0.0,0.0
199.0,1,1,0.9994619,-0.019562252,0.026300225,-0.001268315,0.0,0.0,0.0
200.0,1,1,0.9994616,-0.019564314,0.026308922,-0.0012905002,0.0,0.0,0.0
201.0,1,1,0.9994614,-0.019565837,0.026314477,-0.0013127195,0.0,0.0,0.0
202.0,1,1,0.9994612,-0.01956738,0.02632189,-0.0013321996,0.0,0.0,0.0
203.0,1,1,0.99946105,-0.019558826,0.026332006,-0.0013571581,0.0,0.0,0.0
204.0,1,1,0.9994612,-0.01954356,0.026334006,-0.0013817654,0.0,0.0,0.0
205.0,1,1,0.9994613,-0.019525636,0.026341785,-0.0014066169,0.0,0.0,0.0
206.0,1,1,0.99946123,-0.01952012,0.026347004,-0.00143428,0.0,0.0,0.0
207.0,1,1,0.99946123,-0.019519612,0.02634675,-0.0014589721,0.0,0.0,0.0
208.0,1,1,0.99946123,-0.01951152,0.026351577,-0.0014837548,0.0,0.0,0.0
209.0,1,1,0.99946123,-0.019502398,0.026356978,-0.0015055245,0.0,0.0,0.0
210.0,1,1,0.99946094,-0.019501276,0.026367685,-0.0015272602,0.0,0.0,0.0
211.0,1,1,0.99946046,-0.019502586,0.026382456,-0.0015488892,0.0,0.0,0.0
212.0,1,1,0.99946034,-0.0194962,0.026391836,-0.0015650023,0.0,0.0,0.0
213.0,1,1,0.99946034,-0.0194923,0.02639412,-0.0015839827,0.0,0.0,0.0
214.0,1,1,0.9994604,-0.019491049,0.026391786,-0.0016058752,0.0,0.0,0.0
215.0,1,1,0.9994601,-0.019491777,0.026402472,-0.001622499,0.0,0.0,0.0
216.0,1,1,0.9994596,-0.019492578,0.026414657,-0.0016388535,0.0,0.0,0.0
217.0,1,1,0.9994593,-0.019493418,0.02642671,-0.0016606284,0.0,0.0,0.0
218.0,1,1,0.9994589,-0.019498965,0.026436128,-0.001679919,0.0,0.0,0.0
219.0,1,1,0.99945843,-0.019509181,0.026444947,-0.0016965074,0.0,0.0,0.0
220.0,1,1,0.9994582,-0.019509355,0.026453868,-0.0017157629,0.0,0.0,0.0
221.0,1,1,0.9994579,-0.019512586,0.026460689,-0.0017349243,0.0,0.0,0.0
222.0,1,1,0.99945766,-0.01951293,0.026467782,-0.001757057,0.0,0.0,0.0
223.0,1,1,0.99945784,-0.019505093,0.026466323,-0.0017762509,0.0,0.0,0.0
224.0,1,1,0.9994581,-0.01949526,0.026464028,-0.0017953664,0.0,0.0,0.0
225.0,1,1,0.99945843,-0.019480688,0.02646016,-0.001814555,0.0,0.0,0.0
226.0,1,1,0.99945855,-0.019471541,0.02646119,-0.0018337389,0.0,0.0,0.0
227.0,1,1,0.9994587,-0.019464197,0.026459942,-0.0018505458,0.0,0.0,0.0
228.0,1,1,0.9994587,-0.019464558,0.026458658,-0.0018700431,0.0,0.0,0.0
229.0,1,1,0.9994584,-0.019464886,0.026467001,-0.0018920411,0.0,0.0,0.0
230.0,1,1,0.99945825,-0.01946728,0.026469862,-0.0019114601,0.0,0.0,0.0
231.0,1,1,0.99945843,-0.019461982,0.026465084,-0.0019336985,0.0,0.0,0.0
232.0,1,1,0.9994589,-0.019442365,0.026460545,-0.001950298,0.0,0.0,0.0
233.0,1,1,0.9994593,-0.019412871,0.02646626,-0.001964107,0.0,0.0,0.0
234.0,1,1,0.9994596,-0.01939368,0.026469015,-0.0019778605,0.0,0.0,0.0
235.0,1,1,0.9994601,-0.01937706,0.026462365,-0.0019918506,0.0,0.0,0.0
236.0,1,1,0.9994606,-0.019363163,0.026453221,-0.0020058511,0.0,0.0,0.0
237.0,1,1,0.9994609,-0.019354712,0.026446665,-0.002022398,0.0,0.0,0.0
238.0,1,1,0.9994612,-0.019349158,0.02643733,-0.0020359335,0.0,0.0,0.0
239.0,1,1,0.99946123,-0.01934654,0.026432632,-0.0020465162,0.0,0.0,0.0
240.0,1,1,0.99946177,-0.019341508,0.026418084,-0.0020596895,0.0,0.0,0.0
241.0,1,1,0.99946207,-0.019333057,0.026411751,-0.0020735806,0.0,0.0,0.0
242.0,1,1,0.999462,-0.01933442,0.026412645,-0.0020820138,0.0,0.0,0.0
243.0,1,1,0.99946177,-0.019340761,0.026415998,-0.0020931358,0.0,0.0,0.0
244.0,1,1,0.9994614,-0.019342138,0.026427327,-0.002104348,0.0,0.0,0.0
245.0,1,1,0.99946123,-0.019341383,0.026433548,-0.0021126275,0.0,0.0,0.0
246.0,1,1,0.99946105,-0.01934579,0.026436832,-0.0021261894,0.0,0.0,0.0
247.0,1,1,0.99946105,-0.019346928,0.026434857,-0.0021374235,0.0,0.0,0.0
248.0,1,1,0.99946094,-0.019355588,0.026431222,-0.0021542022,0.0,0.0,0.0
249.0,1,1,0.99946105,-0.019356485,0.02642532,-0.0021685013,0.0,0.0,0.0
250.0,1,1,0.9994613,-0.019350369,0.026419573,-0.0021824944,0.0,0.0,0.0
251.0,1,1,0.9994614,-0.019349808,0.026413962,-0.0021989804,0.0,0.0,0.0
252.0,1,1,0.9994616,-0.019348826,0.026406094,-0.0022076834,0.0,0.0,0.0
253.0,1,1,0.9994616,-0.019348005,0.026405208,-0.0022188895,0.0,0.0,0.0
254.0,1,1,0.9994615,-0.0193442,0.026411954,-0.002230372,0.0,0.0,0.0
255.0,1,1,0.99946135,-0.019347603,0.026413037,-0.002241927,0.0,0.0,0.0
256.0,1,1,0.9994615,-0.019343106,0.02641207,-0.0022508856,0.0,0.0,0.0
257.0,1,1,0.9994614,-0.019337464,0.02641631,-0.0022648326,0.0,0.0,0.0
258.0,1,1,0.99946123,-0.019331964,0.026425423,-0.002276164,0.0,0.0,0.0
259.0,1,1,0.9994611,-0.019323155,0.026436849,-0.002287621,0.0,0.0,0.0
260.0,1,1,0.999461,-0.019314356,0.026447987,-0.0022963285,0.0,0.0,0.0
261.0,1,1,0.9994609,-0.019309266,0.026456358,-0.002307377,0.0,0.0,0.0
262.0,1,1,0.99946064,-0.019299122,0.026467282,-0.002318468,0.0,0.0,0.0
263.0,1,1,0.9994608,-0.019283656,0.026473053,-0.0023270636,0.0,0.0,0.0
264.0,1,1,0.99946094,-0.019273654,0.02647618,-0.0023355177,0.0,0.0,0.0
265.0,1,1,0.99946105,-0.019261029,0.026478905,-0.00234938,0.0,0.0,0.0
266.0,1,1,0.9994613,-0.019250855,0.026477538,-0.0023581465,0.0,0.0,0.0
267.0,1,1,0.99946153,-0.019242652,0.026473984,-0.0023672022,0.0,0.0,0.0
268.0,1,1,0.9994615,-0.019231815,0.02648263,-0.0023763329,0.0,0.0,0.0
269.0,1,1,0.9994615,-0.01921901,0.026490862,-0.0023904913,0.0,0.0,0.0
270.0,1,1,0.9994617,-0.019206738,0.026491094,-0.0023991456,0.0,0.0,0.0
271.0,1,1,0.99946177,-0.019188918,0.026496302,-0.0024108256,0.0,0.0,0.0
272.0,1,1,0.9994622,-0.019163992,0.026499197,-0.0024197209,0.0,0.0,0.0
273.0,1,1,0.99946266,-0.01913744,0.026500598,-0.002428466,0.0,0.0,0.0
274.0,1,1,0.9994629,-0.01911924,0.026503848,-0.0024423057,0.0,0.0,0.0
275.0,1,1,0.99946296,-0.019103035,0.026511459,-0.0024562764,0.0,0.0,0.0
276.0,1,1,0.99946314,-0.019091064,0.026513526,-0.0024649447,0.0,0.0,0.0
277.0,1,1,0.9994635,-0.019071989,0.02651403,-0.0024739036,0.0,0.0,0.0
278.0,1,1,0.999464,-0.019051041,0.026509825,-0.0024854788,0.0,0.0,0.0
279.0,1,1,0.9994645,-0.019030487,0.02650297,-0.0024968928,0.0,0.0,0.0
280.0,1,1,0.999465,-0.019012596,0.026495723,-0.0025081572,0.0,0.0,0.0
281.0,1,1,0.9994654,-0.018999891,0.026488364,-0.002516664,0.0,0.0,0.0
282.0,1,1,0.99946564,-0.018987138,0.026486332,-0.002528068,0.0,0.0,0.0
283.0,1,1,0.999466,-0.018977094,0.026479483,-0.0025368524,0.0,0.0,0.0
284.0,1,1,0.9994662,-0.01896949,0.026477667,-0.002545694,0.0,0.0,0.0
285.0,1,1,0.9994663,-0.018957134,0.02648066,-0.0025569818,0.0,0.0,0.0
286.0,1,1,0.99946666,-0.018940147,0.026478551,-0.0025653704,0.0,0.0,0.0
287.0,1,1,0.99946666,-0.018933734,0.026481993,-0.0025765244,0.0,0.0,0.0
288.0,1,1,0.99946636,-0.018932547,0.026492586,-0.00258765,0.0,0.0,0.0
289.0,1,1,0.999466,-0.018936578,0.026503349,-0.0025960833,0.0,0.0,0.0
290.0,1,1,0.99946576,-0.01893788,0.026509691,-0.002607492,0.0,0.0,0.0
291.0,1,1,0.9994657,-0.018939067,0.026510553,-0.002621545,0.0,0.0,0.0
292.0,1,1,0.9994656,-0.018942455,0.026510961,-0.0026328685,0.0,0.0,0.0
293.0,1,1,0.9994653,-0.0189412,0.02652173,-0.0026467186,0.0,0.0,0.0
294.0,1,1,0.9994651,-0.018930005,0.026534446,-0.0026577094,0.0,0.0,0.0
295.0,1,1,0.99946505,-0.018926281,0.026539007,-0.002665981,0.0,0.0,0.0
296.0,1,1,0.9994648,-0.018927502,0.0265465,-0.0026770367,0.0,0.0,0.0
297.0,1,1,0.99946463,-0.018936306,0.026546555,-0.00268548,0.0,0.0,0.0
298.0,1,1,0.99946445,-0.018944815,0.026546583,-0.0026940806,0.0,0.0,0.0
299.0,1,1,0.9994639,-0.01895336,0.02655872,-0.0027025333,0.0,0.0,0.0
300.0,1,1,0.999463,-0.01896989,0.0265811,-0.002710799,0.0,0.0,0.0
301.0,1,1,0.9994621,-0.018991288,0.026598204,-0.00271639,0.0,0.0,0.0
302.0,1,1,0.9994615,-0.019012986,0.02660578,-0.0027272764,0.0,0.0,0.0
303.0,1,1,0.9994608,-0.019032016,0.026616562,-0.0027357196,0.0,0.0,0.0
304.0,1,1,0.99946,-0.019052736,0.026632335,-0.0027415873,0.0,0.0,0.0
305.0,1,1,0.99945915,-0.019071072,0.026649324,-0.0027498554,0.0,0.0,0.0
306.0,1,1,0.9994583,-0.019076535,0.0266765,-0.0027555015,0.0,0.0,0.0
307.0,1,1,0.99945754,-0.019082015,0.026700828,-0.0027556363,0.0,0.0,0.0
308.0,1,1,0.99945664,-0.019099351,0.026722144,-0.0027613228,0.0,0.0,0.0
309.0,1,1,0.9994558,-0.019118901,0.026738266,-0.0027726286,0.0,0.0,0.0
310.0,1,1,0.9994551,-0.019128554,0.026756361,-0.0027837614,0.0,0.0,0.0
311.0,1,1,0.9994546,-0.019133035,0.026769174,-0.002794911,0.0,0.0,0.0
312.0,1,1,0.9994539,-0.019140098,0.026790062,-0.0028035243,0.0,0.0,0.0
313.0,1,1,0.99945295,-0.019149806,0.026818162,-0.0028119152,0.0,0.0,0.0
314.0,1,1,0.999452,-0.019156137,0.026848136,-0.002820269,0.0,0.0,0.0
315.0,1,1,0.99945104,-0.019165173,0.02687572,-0.002831424,0.0,0.0,0.0
316.0,1,1,0.9994502,-0.019184206,0.026892837,-0.002839951,0.0,0.0,0.0
317.0,1,1,0.9994496,-0.019197585,0.026904207,-0.0028567112,0.0,0.0,0.0
318.0,1,1,0.9994494,-0.019203112,0.026907418,-0.002867897,0.0,0.0,0.0
319.0,1,1,0.9994493,-0.019201662,0.026908448,-0.0028791162,0.0,0.0,0.0
320.0,1,1,0.9994497,-0.019195007,0.026899677,-0.002893138,0.0,0.0,0.0
321.0,1,1,0.99944997,-0.019197792,0.026886202,-0.0029020514,0.0,0.0,0.0
322.0,1,1,0.9994501,-0.019197937,0.026880337,-0.0029136406,0.0,0.0,0.0
323.0,1,1,0.99945027,-0.019196026,0.02687344,-0.002927402,0.0,0.0,0.0
324.0,1,1,0.9994505,-0.019188715,0.026869344,-0.002941458,0.0,0.0,0.0
325.0,1,1,0.999451,-0.019171728,0.02686263,-0.0029582642,0.0,0.0,0.0
326.0,1,1,0.9994514,-0.019152764,0.026855683,-0.0029719535,0.0,0.0,0.0
327.0,1,1,0.99945194,-0.019139191,0.026844714,-0.0029830714,0.0,0.0,0.0
328.0,1,1,0.99945235,-0.019128103,0.026836975,-0.0029945793,0.0,0.0,0.0
329.0,1,1,0.9994524,-0.019117089,0.026841221,-0.0030032098,0.0,0.0,0.0
