seq,is_zvw,instant_quiet,qw,qx,qy,qz,pos_x,pos_y,pos_z
50,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
107,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1,1,0.9995604,-0.0189199,0.0228226,0.000432,0.0,0.0,0.0
110,1,1,0.9995599,-0.018904,0.0228581,0.0004177,0.0,0.0,0.0
111,1,1,0.9995593,-0.0188933,0.0228932,0.0004034,0.0,0.0,0.0
112,1,1,0.9995587,-0.0188806,0.0229329,0.000384,0.0,0.0,0.0
113,1,1,0.999558,-0.0188631,0.0229751,0.0003726,0.0,0.0,0.0
114,1,1,0.9995575,-0.0188407,0.0230166,0.0003614,0.0,0.0,0.0
115,1,1,0.9995571,-0.0188205,0.0230476,0.0003524,0.0,0.0,0.0
116,1,1,0.9995567,-0.0188054,0.0230786,0.0003406,0.0,0.0,0.0
117,1,1,0.9995562,-0.0187854,0.0231167,0.0003289,0.0,0.0,0.0
118,1,1,0.9995555,-0.0187593,0.0231694,0.0003177,0.0,0.0,0.0
119,1,1,0.9995543,-0.0187441,0.0232367,0.000304,0.0,0.0,0.0
120,1,1,0.999553,-0.0187432,0.0232929,0.0002954,0.0,0.0,0.0
121,1,1,0.9995518,-0.0187395,0.0233475,0.0002862,0.0,0.0,0.0
122,1,1,0.9995506,-0.0187311,0.0234018,0.0002717,0.0,0.0,0.0
123,1,1,0.9995489,-0.0187388,0.0234686,0.0002575,0.0,0.0,0.0
124,1,1,0.9995473,-0.0187409,0.0235365,0.0002406,0.0,0.0,0.0
125,1,1,0.9995455,-0.0187455,0.0236105,0.0002238,0.0,0.0,0.0
126,1,1,0.9995437,-0.0187474,0.0236822,0.0002095,0.0,0.0,0.0
127,1,1,0.9995421,-0.018747,0.0237512,0.0002006,0.0,0.0,0.0
128,1,1,0.9995403,-0.0187478,0.0238276,0.000189,0.0,0.0,0.0
129,1,1,0.9995381,-0.0187583,0.0239125,0.0001723,0.0,0.0,0.0
130,1,1,0.9995353,-0.0187812,0.0240117,0.0001528,0.0,0.0,0.0
131,1,1,0.9995324,-0.0188065,0.024112,0.0001387,0.0,0.0,0.0
132,1,1,0.9995298,-0.0188215,0.0242063,0.0001248,0.0,0.0,0.0
133,1,1,0.9995276,-0.0188314,0.0242894,0.0001109,0.0,0.0,0.0
134,1,1,0.9995253,-0.0188464,0.0243743,9.44e-05,0.0,0.0,0.0
135,1,1,0.9995229,-0.0188626,0.0244581,8.3e-05,0.0,0.0,0.0
136,1,1,0.9995207,-0.0188829,0.024535,6.33e-05,0.0,0.0,0.0
137,1,1,0.999519,-0.0188922,0.0245957,4.36e-05,0.0,0.0,0.0
138,1,1,0.9995178,-0.0188903,0.024646,2.43e-05,0.0,0.0,0.0
139,1,1,0.9995166,-0.0188864,0.0246966,5e-06,0.0,0.0,0.0
140,1,1,0.9995154,-0.0188849,0.0247489,-1.15e-05,0.0,0.0,0.0
141,1,1,0.999514,-0.0188832,0.0248033,-3.37e-05,0.0,0.0,0.0
142,1,1,0.9995126,-0.0188915,0.0248549,-5.06e-05,0.0,0.0,0.0
143,1,1,0.9995111,-0.0188975,0.0249112,-7.01e-05,0.0,0.0,0.0
144,1,1,0.9995098,-0.0188962,0.0249662,-8.38e-05,0.0,0.0,0.0
145,1,1,0.9995084,-0.0188953,0.0250204,-0.0001052,0.0,0.0,0.0
146,1,1,0.9995071,-0.018894,0.0250761,-0.000124,0.0,0.0,0.0
147,1,1,0.9995055,-0.0188999,0.0251333,-0.0001429,0.0,0.0,0.0
148,1,1,0.9995039,-0.0189171,0.0251822,-0.0001623,0.0,0.0,0.0
149,1,1,0.9995028,-0.0189239,0.0252212,-0.0001818,0.0,0.0,0.0
150,1,1,0.9995019,-0.0189263,0.0252549,-0.0001986,0.0,0.0,0.0
151,1,1,0.9995009,-0.018934,0.0252883,-0.0002206,0.0,0.0,0.0
152,1,1,0.9994999,-0.0189443,0.0253186,-0.0002452,0.0,0.0,0.0
153,1,1,0.9994988,-0.0189571,0.0253513,-0.0002645,0.0,0.0,0.0
154,1,1,0.999498,-0.0189594,0.0253833,-0.0002837,0.0,0.0,0.0
155,1,1,0.9994973,-0.0189643,0.0254073,-0.0003,0.0,0.0,0.0
156,1,1,0.9994963,-0.0189713,0.0254388,-0.0003194,0.0,0.0,0.0
157,1,1,0.9994955,-0.0189813,0.0254649,-0.0003439,0.0,0.0,0.0
158,1,1,0.9994944,-0.018999,0.0254937,-0.0003631,0.0,0.0,0.0
159,1,1,0.9994929,-0.0190167,0.0255352,-0.0003823,0.0,0.0,0.0
160,1,1,0.9994916,-0.0190313,0.0255752,-0.0004039,0.0,0.0,0.0
161,1,1,0.9994906,-0.0190408,0.0256121,-0.0004227,0.0,0.0,0.0
162,1,1,0.9994893,-0.0190557,0.0256488,-0.0004413,0.0,0.0,0.0
163,1,1,0.9994878,-0.0190737,0.0256931,-0.0004624,0.0,0.0,0.0
164,1,1,0.9994858,-0.0191021,0.0257498,-0.0004861,0.0,0.0,0.0
165,1,1,0.9994836,-0.0191446,0.0258045,-0.0005069,0.0,0.0,0.0
166,1,1,0.9994817,-0.0191856,0.0258466,-0.0005259,0.0,0.0,0.0
167,1,1,0.9994802,-0.019218,0.0258779,-0.0005421,0.0,0.0,0.0
168,1,1,0.9994795,-0.0192356,0.0258932,-0.000558,0.0,0.0,0.0
169,1,1,0.9994789,-0.0192458,0.0259087,-0.0005791,0.0,0.0,0.0
170,1,1,0.9994781,-0.019264,0.0259222,-0.0006004,0.0,0.0,0.0
171,1,1,0.9994769,-0.0192897,0.0259514,-0.0006218,0.0,0.0,0.0
172,1,1,0.9994757,-0.0193099,0.0259816,-0.0006375,0.0,0.0,0.0
173,1,1,0.9994742,-0.0193428,0.0260166,-0.0006555,0.0,0.0,0.0
174,1,1,0.9994727,-0.0193824,0.0260439,-0.0006767,0.0,0.0,0.0
175,1,1,0.9994717,-0.0194082,0.0260602,-0.0007036,0.0,0.0,0.0
176,1,1,0.9994711,-0.019424,0.0260739,-0.0007302,0.0,0.0,0.0
177,1,1,0.9994706,-0.0194317,0.026085,-0.0007489,0.0,0.0,0.0
178,1,1,0.9994704,-0.0194365,0.0260874,-0.0007727,0.0,0.0,0.0
179,1,1,0.9994701,-0.0194434,0.0260925,-0.0007969,0.0,0.0,0.0
180,1,1,0.99947,-0.0194499,0.0260925,-0.0008186,0.0,0.0,0.0
181,1,1,0.9994699,-0.0194563,0.0260892,-0.0008454,0.0,0.0,0.0
182,1,1,0.9994698,-0.0194616,0.0260905,-0.0008726,0.0,0.0,0.0
183,1,1,0.9994699,-0.0194591,0.0260865,-0.000897,0.0,0.0,0.0
184,1,1,0.9994704,-0.0194479,0.026076,-0.0009239,0.0,0.0,0.0
185,1,1,0.9994711,-0.0194344,0.0260585,-0.0009481,0.0,0.0,0.0
186,1,1,0.9994715,-0.0194284,0.0260465,-0.0009727,0.0,0.0,0.0
187,1,1,0.9994714,-0.0194301,0.0260496,-0.0009999,0.0,0.0,0.0
188,1,1,0.9994711,-0.0194343,0.0260551,-0.0010242,0.0,0.0,0.0
189,1,1,0.9994706,-0.0194463,0.0260663,-0.001046,0.0,0.0,0.0
190,1,1,0.9994699,-0.0194549,0.0260827,-0.001068,0.0,0.0,0.0
191,1,1,0.9994692,-0.0194615,0.0261036,-0.0010871,0.0,0.0,0.0
192,1,1,0.9994686,-0.0194683,0.0261239,-0.0011034,0.0,0.0,0.0
193,1,1,0.9994676,-0.019478,0.0261545,-0.001125,0.0,0.0,0.0
194,1,1,0.9994663,-0.019497,0.0261872,-0.0011438,0.0,0.0,0.0
195,1,1,0.9994653,-0.0195185,0.0262097,-0.0011656,0.0,0.0,0.0
196,1,1,0.9994643,-0.0195352,0.0262328,-0.0011874,0.0,0.0,0.0
197,1,1,0.9994634,-0.0195519,0.026253,-0.0012091,0.0,0.0,0.0
198,1,1,0.9994627,-0.019568,0.0262677,-0.001231,0.0,0.0,0.0
199,1,1,0.9994621,-0.019573,0.0262848,-0.0012533,0.0,0.0,0.0
200,1,1,0.9994618,-0.0195749,0.0262937,-0.0012754,0.0,0.0,0.0
201,1,1,0.9994617,-0.0195763,0.0262994,-0.0012976,0.0,0.0,0.0
202,1,1,0.9994613,-0.0195778,0.026307,-0.0013171,0.0,0.0,0.0
203,1,1,0.9994612,-0.0195691,0.0263173,-0.0013421,0.0,0.0,0.0
204,1,1,0.9994614,-0.0195537,0.0263194,-0.0013667,0.0,0.0,0.0
205,1,1,0.9994615,-0.0195357,0.0263274,-0.0013915,0.0,0.0,0.0
206,1,1,0.9994615,-0.0195301,0.0263328,-0.0014192,0.0,0.0,0.0
207,1,1,0.9994615,-0.0195295,0.0263327,-0.0014439,0.0,0.0,0.0
208,1,1,0.9994615,-0.0195213,0.0263377,-0.0014686,0.0,0.0,0.0
209,1,1,0.9994615,-0.019512,0.0263433,-0.0014904,0.0,0.0,0.0
210,1,1,0.9994612,-0.0195108,0.0263541,-0.0015121,0.0,0.0,0.0
211,1,1,0.9994607,-0.019512,0.0263691,-0.0015338,0.0,0.0,0.0
212,1,1,0.9994605,-0.0195055,0.0263786,-0.0015499,0.0,0.0,0.0
213,1,1,0.9994605,-0.0195015,0.026381,-0.0015688,0.0,0.0,0.0
214,1,1,0.9994606,-0.0195002,0.0263789,-0.0015907,0.0,0.0,0.0
215,1,1,0.9994603,-0.0195008,0.0263897,-0.0016073,0.0,0.0,0.0
216,1,1,0.9994599,-0.0195015,0.0264021,-0.0016237,0.0,0.0,0.0
217,1,1,0.9994594,-0.0195023,0.0264143,-0.0016455,0.0,0.0,0.0
218,1,1,0.9994591,-0.0195077,0.0264238,-0.0016647,0.0,0.0,0.0
219,1,1,0.9994587,-0.0195178,0.0264328,-0.0016813,0.0,0.0,0.0
220,1,1,0.9994584,-0.0195179,0.0264419,-0.0017006,0.0,0.0,0.0
221,1,1,0.9994581,-0.0195211,0.0264488,-0.0017197,0.0,0.0,0.0
222,1,1,0.9994578,-0.0195213,0.0264561,-0.0017419,0.0,0.0,0.0
223,1,1,0.999458,-0.0195134,0.0264548,-0.0017611,0.0,0.0,0.0
224,1,1,0.9994583,-0.0195035,0.0264526,-0.0017802,0.0,0.0,0.0
225,1,1,0.9994586,-0.0194888,0.0264489,-0.0017993,0.0,0.0,0.0
226,1,1,0.9994587,-0.0194796,0.0264501,-0.0018185,0.0,0.0,0.0
227,1,1,0.9994588,-0.0194721,0.026449,-0.0018353,0.0,0.0,0.0
228,1,1,0.9994588,-0.0194724,0.0264478,-0.0018548,0.0,0.0,0.0
229,1,1,0.9994586,-0.0194726,0.0264563,-0.0018768,0.0,0.0,0.0
230,1,1,0.9994584,-0.0194749,0.0264593,-0.0018962,0.0,0.0,0.0
231,1,1,0.9994586,-0.0194696,0.0264547,-0.0019185,0.0,0.0,0.0
232,1,1,0.999459,-0.0194499,0.0264503,-0.0019351,0.0,0.0,0.0
233,1,1,0.9994594,-0.0194203,0.0264561,-0.0019489,0.0,0.0,0.0
234,1,1,0.9994597,-0.019401,0.026459,-0.0019626,0.0,0.0,0.0
235,1,1,0.9994602,-0.0193843,0.0264525,-0.0019766,0.0,0.0,0.0
236,1,1,0.9994607,-0.0193703,0.0264435,-0.0019906,0.0,0.0,0.0
237,1,1,0.999461,-0.0193618,0.026437,-0.0020071,0.0,0.0,0.0
238,1,1,0.9994613,-0.0193562,0.0264278,-0.0020207,0.0,0.0,0.0
239,1,1,0.9994615,-0.0193535,0.0264233,-0.0020312,0.0,0.0,0.0
240,1,1,0.9994618,-0.0193483,0.0264088,-0.0020444,0.0,0.0,0.0
241,1,1,0.9994622,-0.0193398,0.0264026,-0.0020583,0.0,0.0,0.0
242,1,1,0.9994621,-0.0193411,0.0264036,-0.0020667,0.0,0.0,0.0
243,1,1,0.9994619,-0.0193474,0.0264071,-0.0020778,0.0,0.0,0.0
244,1,1,0.9994615,-0.0193487,0.0264186,-0.002089,0.0,0.0,0.0
245,1,1,0.9994614,-0.0193478,0.0264249,-0.0020973,0.0,0.0,0.0
246,1,1,0.9994612,-0.0193522,0.0264283,-0.0021109,0.0,0.0,0.0
247,1,1,0.9994612,-0.0193532,0.0264264,-0.0021221,0.0,0.0,0.0
248,1,1,0.9994611,-0.0193618,0.0264229,-0.0021389,0.0,0.0,0.0
249,1,1,0.9994612,-0.0193626,0.0264171,-0.0021532,0.0,0.0,0.0
250,1,1,0.9994614,-0.0193565,0.0264115,-0.0021672,0.0,0.0,0.0
251,1,1,0.9994615,-0.0193558,0.026406,-0.0021837,0.0,0.0,0.0
252,1,1,0.9994617,-0.0193548,0.0263983,-0.0021924,0.0,0.0,0.0
253,1,1,0.9994618,-0.0193539,0.0263975,-0.0022036,0.0,0.0,0.0
254,1,1,0.9994617,-0.01935,0.0264043,-0.002215,0.0,0.0,0.0
255,1,1,0.9994615,-0.0193533,0.0264055,-0.0022266,0.0,0.0,0.0
256,1,1,0.9994617,-0.0193488,0.0264047,-0.0022355,0.0,0.0,0.0
257,1,1,0.9994616,-0.0193431,0.026409,-0.0022495,0.0,0.0,0.0
258,1,1,0.9994614,-0.0193375,0.0264182,-0.0022608,0.0,0.0,0.0
259,1,1,0.9994612,-0.0193286,0.0264298,-0.0022723,0.0,0.0,0.0
260,1,1,0.9994611,-0.0193198,0.026441,-0.002281,0.0,0.0,0.0
261,1,1,0.9994609,-0.0193146,0.0264495,-0.002292,0.0,0.0,0.0
262,1,1,0.9994608,-0.0193044,0.0264605,-0.0023031,0.0,0.0,0.0
263,1,1,0.9994609,-0.0192889,0.0264664,-0.0023117,0.0,0.0,0.0
264,1,1,0.9994611,-0.0192788,0.0264696,-0.0023201,0.0,0.0,0.0
265,1,1,0.9994612,-0.0192661,0.0264724,-0.002334,0.0,0.0,0.0
266,1,1,0.9994614,-0.0192559,0.0264712,-0.0023428,0.0,0.0,0.0
267,1,1,0.9994617,-0.0192476,0.0264677,-0.0023518,0.0,0.0,0.0
268,1,1,0.9994616,-0.0192367,0.0264765,-0.0023609,0.0,0.0,0.0
269,1,1,0.9994616,-0.0192238,0.0264848,-0.0023751,0.0,0.0,0.0
270,1,1,0.9994618,-0.0192115,0.0264851,-0.0023837,0.0,0.0,0.0
271,1,1,0.9994619,-0.0191936,0.0264904,-0.0023954,0.0,0.0,0.0
272,1,1,0.9994623,-0.0191687,0.0264934,-0.0024043,0.0,0.0,0.0
273,1,1,0.9994628,-0.019142,0.0264949,-0.0024131,0.0,0.0,0.0
274,1,1,0.999463,-0.0191238,0.0264982,-0.0024269,0.0,0.0,0.0
275,1,1,0.9994631,-0.0191075,0.0265059,-0.0024409,0.0,0.0,0.0
276,1,1,0.9994633,-0.0190955,0.0265081,-0.0024495,0.0,0.0,0.0
277,1,1,0.9994635,-0.0190764,0.0265087,-0.0024585,0.0,0.0,0.0
278,1,1,0.999464,-0.0190554,0.0265046,-0.0024701,0.0,0.0,0.0
279,1,1,0.9994646,-0.0190348,0.0264978,-0.0024815,0.0,0.0,0.0
280,1,1,0.9994651,-0.0190168,0.0264907,-0.0024927,0.0,0.0,0.0
281,1,1,0.9994655,-0.019004,0.0264834,-0.0025012,0.0,0.0,0.0
282,1,1,0.9994658,-0.0189912,0.0264814,-0.0025126,0.0,0.0,0.0
283,1,1,0.9994661,-0.0189811,0.0264747,-0.0025214,0.0,0.0,0.0
284,1,1,0.9994663,-0.0189735,0.0264729,-0.0025303,0.0,0.0,0.0
285,1,1,0.9994664,-0.0189611,0.026476,-0.0025415,0.0,0.0,0.0
286,1,1,0.9994668,-0.018944,0.026474,-0.0025499,0.0,0.0,0.0
287,1,1,0.9994668,-0.0189376,0.0264775,-0.0025611,0.0,0.0,0.0
288,1,1,0.9994665,-0.0189363,0.0264882,-0.0025722,0.0,0.0,0.0
289,1,1,0.9994661,-0.0189403,0.026499,-0.0025806,0.0,0.0,0.0
290,1,1,0.9994659,-0.0189416,0.0265054,-0.002592,0.0,0.0,0.0
291,1,1,0.9994658,-0.0189427,0.0265064,-0.0026061,0.0,0.0,0.0
292,1,1,0.9994657,-0.018946,0.0265069,-0.0026174,0.0,0.0,0.0
293,1,1,0.9994654,-0.0189447,0.0265177,-0.0026313,0.0,0.0,0.0
294,1,1,0.9994652,-0.0189335,0.0265305,-0.0026422,0.0,0.0,0.0
295,1,1,0.9994652,-0.0189297,0.0265351,-0.0026505,0.0,0.0,0.0
296,1,1,0.9994649,-0.0189309,0.0265427,-0.0026616,0.0,0.0,0.0
297,1,1,0.9994648,-0.0189397,0.0265428,-0.00267,0.0,0.0,0.0
298,1,1,0.9994646,-0.0189481,0.0265429,-0.0026786,0.0,0.0,0.0
299,1,1,0.999464,-0.0189566,0.0265551,-0.0026871,0.0,0.0,0.0
300,1,1,0.9994631,-0.0189731,0.0265776,-0.0026953,0.0,0.0,0.0
301,1,1,0.9994622,-0.0189945,0.0265948,-0.0027009,0.0,0.0,0.0
302,1,1,0.9994615,-0.0190161,0.0266024,-0.0027118,0.0,0.0,0.0
303,1,1,0.9994609,-0.0190351,0.0266133,-0.0027202,0.0,0.0,0.0
304,1,1,0.99946,-0.0190558,0.0266291,-0.0027261,0.0,0.0,0.0
305,1,1,0.9994592,-0.0190741,0.0266462,-0.0027344,0.0,0.0,0.0
306,1,1,0.9994584,-0.0190795,0.0266734,-0.00274,0.0,0.0,0.0
307,1,1,0.9994576,-0.0190849,0.0266978,-0.0027401,0.0,0.0,0.0
308,1,1,0.9994567,-0.0191022,0.0267192,-0.0027458,0.0,0.0,0.0
309,1,1,0.9994559,-0.0191217,0.0267354,-0.0027571,0.0,0.0,0.0
310,1,1,0.9994552,-0.0191313,0.0267535,-0.0027683,0.0,0.0,0.0
311,1,1,0.9994547,-0.0191358,0.0267664,-0.0027794,0.0,0.0,0.0
312,1,1,0.999454,-0.0191428,0.0267874,-0.002788,0.0,0.0,0.0
313,1,1,0.999453,-0.0191525,0.0268155,-0.0027964,0.0,0.0,0.0
314,1,1,0.9994521,-0.0191588,0.0268456,-0.0028048,0.0,0.0,0.0
315,1,1,0.9994511,-0.0191678,0.0268732,-0.0028159,0.0,0.0,0.0
316,1,1,0.9994503,-0.0191868,0.0268904,-0.0028244,0.0,0.0,0.0
317,1,1,0.9994497,-0.0192001,0.0269018,-0.0028412,0.0,0.0,0.0
318,1,1,0.9994494,-0.0192056,0.0269051,-0.0028524,0.0,0.0,0.0
319,1,1,0.9994494,-0.0192041,0.0269062,-0.0028636,0.0,0.0,0.0
320,1,1,0.9994497,-0.0191974,0.0268975,-0.0028776,0.0,0.0,0.0
321,1,1,0.99945,-0.0192002,0.0268841,-0.0028865,0.0,0.0,0.0
322,1,1,0.9994501,-0.0192003,0.0268783,-0.0028981,0.0,0.0,0.0
323,1,1,0.9994503,-0.0191983,0.0268714,-0.0029119,0.0,0.0,0.0
324,1,1,0.9994506,-0.019191,0.0268674,-0.0029259,0.0,0.0,0.0
325,1,1,0.9994509,-0.0191739,0.0268607,-0.0029427,0.0,0.0,0.0
326,1,1,0.9994515,-0.0191549,0.0268538,-0.0029564,0.0,0.0,0.0
327,1,1,0.999452,-0.0191413,0.0268429,-0.0029675,0.0,0.0,0.0
328,1,1,0.9994524,-0.0191302,0.0268352,-0.002979,0.0,0.0,0.0
329,1,1,0.9994524,-0.0191192,0.0268395,-0.0029877,0.0,0.0,0.0
330,1,1,0.9994525,-0.0191056,0.0268454,-0.0030014,0.0,0.0,0.0
331,1,1,0.9994527,-0.019097,0.0268459,-0.0030179,0.0,0.0,0.0
332,1,1,0.999453,-0.0190859,0.026839,-0.0030264,0.0,0.0,0.0
333,1,1,0.9994535,-0.0190674,0.0268328,-0.0030378,0.0,0.0,0.0
334,1,1,0.9994539,-0.0190562,0.0268242,-0.003052,0.0,0.0,0.0
335,1,1,0.9994542,-0.0190502,0.0268157,-0.0030635,0.0,0.0,0.0
336,1,1,0.9994547,-0.0190365,0.0268069,-0.0030722,0.0,0.0,0.0
337,1,1,0.9994552,-0.0190187,0.0267976,-0.0030859,0.0,0.0,0.0
338,1,1,0.9994556,-0.0190087,0.0267884,-0.0031023,0.0,0.0,0.0
339,1,1,0.9994563,-0.0189963,0.0267692,-0.003116,0.0,0.0,0.0
340,1,1,0.9994572,-0.0189789,0.0267449,-0.0031324,0.0,0.0,0.0
341,1,1,0.9994582,-0.0189615,0.0267207,-0.0031488,0.0,0.0,0.0
342,1,1,0.999459,-0.0189469,0.0266991,-0.0031679,0.0,0.0,0.0
343,1,1,0.9994601,-0.0189199,0.0266727,-0.0031868,0.0,0.0,0.0
344,1,1,0.9994614,-0.0188959,0.0266396,-0.0032058,0.0,0.0,0.0
345,1,1,0.9994625,-0.0188769,0.0266099,-0.0032224,0.0,0.0,0.0
346,1,1,0.9994636,-0.0188553,0.0265828,-0.0032364,0.0,0.0,0.0
347,1,1,0.9994644,-0.0188392,0.0265608,-0.0032555,0.0,0.0,0.0
348,1,1,0.999465,-0.0188211,0.0265481,-0.0032742,0.0,0.0,0.0
349,1,1,0.9994656,-0.0188156,0.0265252,-0.003293,0.0,0.0,0.0
350,1,1,0.9994664,-0.018814,0.0264954,-0.0033095,0.0,0.0,0.0
