seq,is_zvw,instant_quiet,qw,qx,qy,qz,pos_x,pos_y,pos_z
364739.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364740.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364741.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364742.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364743.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364744.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364745.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364746.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364747.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364748.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364749.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364750.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364751.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364752.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364753.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364754.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364755.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364756.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364757.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364758.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364759.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364760.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364761.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364762.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364763.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364764.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364765.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364766.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364767.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364768.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364769.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364770.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364771.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364772.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364773.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364774.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364775.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364776.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364777.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364778.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364779.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364780.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364781.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364782.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364783.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364784.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364785.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364786.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364787.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364788.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364789.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364790.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364791.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364792.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364793.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364794.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364795.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364796.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364797.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364798.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364799.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364800.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364801.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364802.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364803.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364804.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364805.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364806.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364807.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364808.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364809.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364810.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364811.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364812.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364813.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364814.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364815.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364816.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364817.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364818.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364819.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364820.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364821.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364822.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364823.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364824.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364825.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364826.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364827.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364828.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364829.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364830.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364831.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364832.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364833.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364834.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364835.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364836.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364837.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
364838.0,1,1,0.99989676,0.013716951,0.0042748223,-7.89564e-05,0.0,0.0,0.0
364839.0,1,1,0.99989706,0.013693384,0.0042910837,-9.661154e-05,0.0,0.0,0.0
364840.0,1,1,0.99989724,0.013672556,0.004312027,-0.00011167176,0.0,0.0,0.0
364841.0,1,1,0.9998974,0.0136493035,0.004346868,-0.00012693563,0.0,0.0,0.0
364842.0,1,1,0.99989754,0.01362422,0.0043929066,-0.00013972202,0.0,0.0,0.0
364843.0,1,1,0.9998977,0.013596923,0.004441228,-0.00015514556,0.0,0.0,0.0
