seq,is_zvw,instant_quiet,qw,qx,qy,qz,pos_x,pos_y,pos_z
410078.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410079.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410080.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410081.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410082.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410083.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410084.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410085.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410086.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410087.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410088.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410089.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410090.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410091.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410092.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410093.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410094.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410095.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410096.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410097.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410098.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410099.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410100.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410101.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410102.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410103.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410104.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410105.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410106.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410107.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410108.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410109.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
