t_us,seq,cost_a_avail,cost_a_read,cost_g_avail,cost_g_read,t_imu,t_serial,missed
12533910,788,686,9,702,9,3792,203,242
12538912,789,686,2320,686,2324,1447,229,242
12545201,790,685,2332,684,2316,6057,205,242
12551522,791,724,9,685,9,6089,205,242
12553911,792,686,8,725,9,1468,202,242
12558908,793,685,2337,685,2319,1469,202,242
12565207,794,715,2311,702,2306,6067,206,242
12571532,795,715,8,685,8,6093,205,242
12573911,796,698,8,705,8,1461,201,242
12578910,797,702,2311,701,2299,1463,201,242
12585214,798,714,2308,703,2303,6056,222,242
12591545,799,715,9,685,37,6099,205,242
12593914,800,706,8,684,8,1487,211,242
12598908,801,683,2285,700,2307,1450,201,242
12605185,802,715,2312,691,2312,6019,232,242
12611506,803,715,9,701,8,6070,223,242
12613911,804,685,8,685,8,1475,228,242
12618910,805,685,2310,685,2313,1431,220,242
12625177,806,722,2298,704,2303,6035,205,242
12631505,807,731,9,690,9,6068,234,242
12633910,808,686,9,685,9,1480,201,242
12638913,809,690,9,685,9,1429,237,242
12643912,810,686,9,702,2344,1433,229,242
12648909,811,687,2305,686,9,3782,204,242
12653914,812,687,9,700,2285,3727,221,242
12658914,813,699,2301,699,8,3723,221,242
12663912,814,685,9,711,2285,3750,221,242
12668909,815,685,2328,685,8,3731,239,242
12673906,816,685,8,690,2303,3749,248,242
12678909,817,701,2339,685,8,3728,232,242
12683914,818,687,9,702,2309,3793,231,242
12688914,819,702,2286,685,9,3749,230,242
12693931,820,684,9,684,2315,3723,204,242
12698913,821,725,2284,726,9,3732,203,242
12703912,822,699,9,684,2343,3787,203,242
12708910,823,713,2302,711,8,3777,204,242
12713907,824,684,9,685,2350,3777,203,242
12718913,825,696,2304,697,9,3768,203,242
12723907,826,685,8,686,2302,3747,204,242
12728913,827,685,2323,685,8,3723,203,242
12733911,828,685,9,686,2329,3744,203,242
12738907,829,685,2324,685,9,3751,204,242
12743913,830,685,9,685,2349,3744,204,242
12748909,831,690,2312,703,8,3770,203,242
12753907,832,686,2354,702,2314,3755,203,242
12760238,833,715,8,685,8,6099,205,242
12763909,834,686,2342,686,2326,1478,201,242
12770222,835,716,9,686,9,6081,206,242
12773910,836,685,2345,685,2338,1460,219,242
12780237,837,715,9,685,9,6095,206,242
12783906,838,685,2335,684,2318,1458,210,242
12790219,839,715,9,685,8,6065,205,242
12793914,840,687,2311,689,2312,1476,229,242
12800204,841,715,9,702,8,6040,223,242
12803940,842,702,2290,683,2312,1477,221,242
12810210,843,714,36,683,8,6030,214,242
12813914,844,685,2302,711,2298,1485,202,242
12820212,845,731,9,694,8,6038,234,242
12823914,846,683,2303,688,2321,1484,201,242
12830211,847,687,9,688,9,6037,233,242
12833909,848,685,2305,684,2329,1463,201,242
12840188,849,741,8,684,9,6047,205,242
12843914,850,686,2326,685,2327,1483,201,242
12850211,851,714,9,684,8,6065,205,242
12853908,852,685,2318,685,2325,1457,201,242
12860196,853,733,9,685,9,6055,206,242
12863913,854,686,2359,693,2312,1477,201,242
12870239,855,734,9,702,8,6094,206,242
12873909,856,686,2340,685,2325,1495,201,242
12880220,857,685,8,686,9,6079,205,242
12883908,858,685,2294,685,2309,1460,220,242
12890211,859,715,9,685,9,6071,205,242
12893914,860,685,2333,685,2326,1485,209,242
12900217,861,716,26,685,9,6071,205,242
12903913,862,687,2291,698,2286,1477,230,242
12910167,863,716,9,702,8,6004,223,242
12913910,864,684,2284,712,2285,1476,201,242
12920183,865,714,9,718,9,6006,241,242
12923911,866,686,2293,685,2303,1491,201,242
12930180,867,702,9,712,8,6009,234,242
12933907,868,684,2303,691,2315,1473,201,242
12940201,869,716,8,693,9,6035,233,242
12943914,870,712,2287,684,2305,1469,202,242
12950176,871,740,8,684,9,6030,205,242
12953912,872,686,2320,685,2326,1484,201,242
12960201,873,687,8,685,9,6057,206,242
12963912,874,686,2353,685,2325,1460,202,242
12970234,875,741,8,684,9,6090,205,242
12973913,876,686,2309,685,2329,1484,201,242
12980231,877,736,9,702,8,6086,206,242
12983912,878,686,2322,686,2333,1497,201,242
12990212,879,715,8,686,9,6068,205,242
12993911,880,685,2323,685,2311,1461,219,242
13000216,881,715,8,685,8,6073,205,242
13003921,882,685,2321,685,2332,1487,210,242
13010218,883,686,26,685,9,6065,205,242
13013913,884,687,2300,698,2305,1476,231,242
13020195,885,715,9,702,8,6032,224,242
13023920,886,684,2311,685,2284,1476,258,242
13030195,887,686,36,695,9,6008,240,242
13033909,888,687,2301,700,2302,1495,202,242
13040203,889,732,8,692,8,6034,234,242
13043913,890,683,2311,702,2309,1484,201,242
13050219,891,686,9,702,9,6047,232,242
13053911,892,685,2320,684,2321,1476,202,242
13060196,893,740,9,684,8,6053,205,242
13063913,894,685,2336,684,2328,1484,201,242
13070221,895,715,8,685,9,6076,206,242
13073911,896,685,2325,685,2355,1458,201,242
13080235,897,744,8,685,9,6092,205,242
13083909,898,686,2356,685,2349,1488,201,242
13090278,899,688,9,698,8,6137,205,242
13093909,900,686,2331,686,2338,1473,201,242
13100223,901,715,9,686,9,6082,206,242
13103911,902,685,2342,685,2293,1459,219,242
13110218,903,686,9,685,9,6075,205,242
13113930,904,685,2326,685,2328,1458,237,242
13120227,905,716,26,685,9,6065,205,242
13123914,906,689,2315,692,2308,1477,230,242
13130211,907,716,9,702,9,6047,224,242
13133937,908,684,2312,684,2312,1477,229,242
13140211,909,715,36,689,8,6033,214,242
13143911,910,685,2302,712,2303,1490,202,242
13150214,911,732,8,696,8,6043,234,242
13153910,912,685,2316,686,2321,1488,201,242
13160221,913,690,8,689,8,6051,233,242
13163913,914,685,2319,684,2331,1438,201,242
13170207,915,684,9,684,8,6063,205,242
13173907,916,686,2326,685,2321,1485,201,242
13180197,917,711,9,684,8,6058,205,242
13183912,918,685,2331,685,2314,1483,201,242
13190202,919,740,8,684,8,6058,205,242
13193907,920,686,2305,686,2326,1484,201,242
13200183,921,715,9,686,9,6044,206,242
13203909,922,686,2301,690,2304,1460,219,242
13210164,923,714,9,685,36,6023,205,242
13213914,924,685,2353,684,2338,1486,211,242
13220250,925,714,8,685,2332,6104,205,242
13224262,926,715,2357,685,9,3781,204,242
13228909,927,687,8,682,8,3806,204,242
13233911,928,702,2311,698,2312,1428,201,242
13240226,929,715,9,702,2312,6065,223,242
13244254,930,715,2339,686,8,3780,222,242
13248911,931,721,9,684,9,3790,221,242
13253910,932,685,2302,701,2302,1463,201,242
13260204,933,701,8,713,2287,6034,234,242
13264215,934,731,2285,685,8,3753,232,242
13268913,935,712,9,702,8,3752,231,242
13273910,936,685,2326,684,2304,1473,201,242
13280184,937,700,8,684,2315,6041,205,242
13284220,938,700,2285,727,9,3806,204,242
13288910,939,685,8,685,36,3818,203,242
13293907,940,686,2327,685,2332,1457,210,242
13300209,941,710,9,685,2328,6070,206,242
13304241,942,710,2310,689,9,3802,203,242
13308911,943,686,8,685,8,3790,203,242
13313912,944,686,2339,686,2338,1430,229,242
13320235,945,714,9,686,2329,6091,205,242
13324245,946,685,2313,685,8,3780,203,242
13328912,947,685,9,684,9,3763,203,242
13333914,948,685,2337,684,2316,1428,201,242
13340228,949,716,2333,685,2325,6065,205,242
13346579,950,736,9,702,8,6119,206,242
13348914,951,702,8,691,8,1497,201,242
13353912,952,685,2284,719,2284,1452,201,242
13360195,953,714,2352,708,2303,6015,213,242
13366545,954,715,8,684,36,6118,205,242
13368906,955,709,9,685,8,1487,210,242
13373911,956,683,2298,686,2321,1452,201,242
13380201,957,717,2301,698,2301,6030,233,242
13386509,958,686,8,701,8,6058,223,242
13388908,959,686,9,686,9,1447,229,242
13393907,960,686,2334,685,2308,1430,219,242
13400192,961,683,2302,694,2303,6053,205,242
13406506,962,704,9,710,9,6053,234,242
13408911,963,685,8,684,8,1472,201,242
13413914,964,703,2340,685,2324,1430,245,242
13420240,965,737,2316,682,2318,6094,205,242
13426597,966,717,9,683,9,6097,234,242
13428906,967,686,8,701,2285,1459,202,242
13433906,968,695,2292,707,8,3724,221,242
13438909,969,712,8,684,2285,3746,212,242
13443907,970,685,2331,684,8,3732,212,242
13448925,971,685,9,684,2303,3751,247,242
13453914,972,702,2357,685,9,3722,232,242
13458911,973,686,8,686,2321,3793,232,242
13463911,974,702,2285,685,9,3744,231,242
13468909,975,684,9,684,2323,3722,203,242
13473910,976,718,2284,698,9,3743,203,242
13478910,977,730,9,684,2304,3778,204,242
13483909,978,693,2302,711,9,3768,203,242
13488914,979,712,9,685,2325,3757,203,242
13493907,980,700,2321,683,9,3773,203,242
13498907,981,712,9,686,2344,3753,204,242
13503908,982,685,2320,685,9,3791,203,242
13508911,983,685,8,686,2329,3740,204,242
13513908,984,685,2331,685,8,3752,203,242
13518913,985,686,9,685,2349,3751,203,242
13523908,986,685,2338,684,8,3770,203,242
13528911,987,686,25,684,2340,3759,203,242
13533914,988,686,2291,685,8,3778,203,242
13538906,989,687,9,698,9,3714,222,242
13543912,990,686,8,701,8,1443,229,242
13548910,991,703,2300,684,2340,1447,260,242
13555213,992,685,8,684,8,6071,205,242
13558917,993,685,2322,685,2329,1430,209,242
13565213,994,715,8,685,8,6064,206,242
13568907,995,687,2308,693,2308,1476,230,242
13575195,996,715,8,701,8,6037,223,242
13578910,997,684,2312,684,2312,1475,228,242
13585184,998,715,36,688,8,6033,214,242
13588911,999,728,2284,725,2285,1489,202,242
13595250,1000,685,9,711,9,6063,250,242
13598907,1001,712,2285,714,2286,1455,201,242
13605207,1002,715,8,714,8,6039,235,242
13608914,1003,714,2303,694,2286,1490,202,242
13615214,1004,702,9,705,9,6040,233,242
13618908,1005,686,2306,684,2338,1466,202,242
13625196,1006,753,8,684,9,6056,206,242
13628909,1007,686,2311,685,2322,1497,201,242
13635186,1008,742,8,684,8,6044,206,242
13638912,1009,690,2323,689,2314,1484,202,242
13645202,1010,709,9,698,9,6057,206,242
13648909,1011,686,2296,686,2324,1494,202,242
13655175,1012,685,9,686,8,6033,206,242
13658910,1013,686,2302,686,2294,1459,220,242
13665152,1014,686,9,685,36,6010,206,242
13668913,1015,686,2321,684,2323,1487,211,242
13675202,1016,714,8,685,8,6057,206,242
13678908,1017,702,2353,684,2324,1458,230,242
13685246,1018,716,26,685,8,6106,206,242
13688907,1019,702,2308,702,2308,1477,231,242
13695218,1020,687,9,701,8,6060,224,242
13698934,1021,685,2307,696,2304,1476,229,242
13705208,1022,685,36,698,8,6033,214,242
13708908,1023,691,2302,700,2302,1469,202,242
13715206,1024,703,8,711,8,6037,234,242
13718908,1025,683,2320,690,2319,1474,201,242
13725221,1026,717,9,690,8,6053,233,242
13728914,1027,711,2285,711,2301,1467,202,242
13735197,1028,684,9,711,8,6050,206,242
13738914,1029,685,2339,684,2325,1510,202,242
13745222,1030,754,8,684,9,6076,206,242
13748907,1031,685,2285,684,2325,1496,201,242
13755162,1032,721,8,693,8,6023,206,242
13758914,1033,686,2322,698,2327,1475,202,242
13765238,1034,711,9,685,9,6091,206,242
13768906,1035,686,2325,686,2320,1483,202,242
13775198,1036,714,9,686,9,6058,206,242
13778914,1037,687,2297,707,2292,1459,219,242
13785172,1038,685,8,685,8,6026,206,242
13788913,1039,685,2329,684,2337,1486,210,242
13795225,1040,714,8,685,8,6078,206,242
13798910,1041,702,2331,685,2335,1458,229,242
13805254,1042,717,9,685,9,6110,206,242
13808914,1043,702,2298,702,2312,1477,230,242
13815219,1044,716,8,701,8,6054,223,242
13818920,1045,699,2284,725,2312,1476,222,242
13825223,1046,714,36,691,8,6062,214,242
13828906,1047,685,2302,696,2285,1491,202,242
13835179,1048,732,9,706,9,6012,235,242
13838911,1049,683,2317,683,2305,1496,202,242
13845201,1050,729,9,688,9,6030,233,242
13848913,1051,712,2299,684,2321,1476,201,242
13855203,1052,684,8,684,9,6057,206,242
13858912,1053,685,2307,685,2323,1484,201,242
13865187,1054,737,9,685,9,6041,206,242
13868909,1055,685,2292,694,2337,1480,202,242
13875191,1056,712,8,702,9,6049,206,242
13878915,1057,686,2329,685,2344,1474,202,242
13885235,1058,735,9,685,25,6087,206,242
13888909,1059,686,2346,686,2332,1497,203,242
13895233,1060,686,9,686,9,6092,206,242
13898913,1061,685,2302,712,2318,1460,220,242
13905233,1062,715,9,712,8,6087,206,242
13908911,1063,685,2318,684,2334,1485,210,242
13915225,1064,716,8,684,8,6065,206,242
13918913,1065,689,2292,701,2301,1478,230,242
13925189,1066,716,9,702,8,6025,224,242
13928916,1067,687,2307,685,2284,1476,231,242
13935190,1068,685,36,689,9,6007,241,242
13938909,1069,685,2303,700,2303,1461,203,242
13945202,1070,703,8,708,8,6032,235,242
13948909,1071,715,2298,682,2319,1471,202,242
13955227,1072,716,8,688,8,6058,234,242
13958909,1073,686,2325,711,2300,1465,202,242
13965204,1074,741,9,710,8,6062,206,242
13968911,1075,685,2286,684,2345,1509,202,242
13975187,1076,713,9,685,8,6044,206,242
13978913,1077,685,2304,685,2302,1457,202,242
13985164,1078,737,9,702,8,6018,206,242
13988912,1079,686,2332,685,2368,1499,202,242
13995259,1080,721,8,685,2329,6113,205,242
13999293,1081,739,2305,697,9,3804,204,242
14003909,1082,686,8,683,9,3791,204,242
14008915,1083,695,2319,712,2313,1428,229,242
14015229,1084,716,9,685,2316,6081,206,242
14019254,1085,716,2294,685,8,3794,203,242
14023914,1086,702,8,712,9,3745,204,242
14028906,1087,691,2299,701,2301,1472,202,242
14035191,1088,716,8,702,2312,6034,224,242
14039220,1089,686,2312,686,8,3780,222,242
14043913,1090,700,9,684,9,3763,221,242
14048911,1091,729,2284,729,2285,1470,202,242
14055257,1092,685,8,723,2285,6069,233,242
14059303,1093,685,2336,685,9,3772,220,242
14063911,1094,695,8,698,8,3784,213,242
14068906,1095,711,2285,710,2299,1452,202,242
14075244,1096,683,8,714,2297,6049,233,242
14079277,1097,684,2303,691,8,3746,260,242
14083906,1098,685,8,686,8,3728,204,242
14088913,1099,685,2327,684,2344,1431,210,242
14095230,1100,742,2302,695,2285,6085,206,242
14101559,1101,732,9,709,8,6068,234,242
14103910,1102,686,9,702,9,1500,202,242
14108913,1103,687,2319,686,2321,1447,231,242
14115200,1104,714,2334,684,2327,6055,206,242
14121534,1105,753,8,684,9,6101,206,242
14123908,1106,685,9,694,8,1497,201,242
14128911,1107,685,2303,685,2320,1466,202,242
14135178,1108,716,2360,698,2312,6035,206,242
14141540,1109,732,8,702,9,6129,206,242
14143909,1110,693,9,682,9,1493,202,242
14148907,1111,702,2311,702,2306,1433,201,242
14155221,1112,686,2296,686,2315,6064,224,242
14161507,1113,716,9,712,8,6053,206,242
14163912,1114,729,9,685,9,1486,210,242
14168912,1115,705,2302,700,2285,1473,202,242
14175208,1116,731,2340,702,2309,6034,234,242
14181580,1117,715,9,702,9,6123,206,242
14183912,1118,706,8,685,9,1476,231,242
14188912,1119,685,8,686,9,1450,201,242
14193912,1120,685,9,686,2330,1430,220,242
14198911,1121,685,2315,684,8,3753,204,242
14203910,1122,686,9,712,2321,3736,204,242
14208913,1123,685,2313,698,9,3768,203,242
14213913,1124,687,9,685,2309,3746,204,242
14218912,1125,686,2300,686,9,3765,204,242
14223914,1126,686,8,698,2291,3722,222,242
14228909,1127,686,2310,686,9,3725,222,242
14233909,1128,703,8,684,2299,3732,212,242
14238914,1129,685,2331,685,37,3737,212,242
14243915,1130,685,8,711,2289,3779,213,242
14248910,1131,701,2322,684,8,3736,232,242
14253909,1132,685,9,713,2299,3777,232,242
14258914,1133,702,2299,702,9,3747,232,242
14263914,1134,683,8,714,2291,3753,231,242
14268926,1135,697,2303,684,9,3741,204,242
14273910,1136,730,8,684,2316,3734,204,242
14278912,1137,713,2302,683,9,3779,204,242
14283908,1138,711,9,685,2328,3747,204,242
14288912,1139,685,2320,710,9,3773,204,242
14293907,1140,689,9,686,2327,3765,204,242
14298906,1141,685,2307,684,8,3752,204,242
14303907,1142,685,2324,684,2326,3728,204,242
14310202,1143,753,9,684,8,6061,206,242
14313913,1144,685,2327,685,2324,1495,202,242
14320209,1145,731,8,684,9,6064,206,242
14323908,1146,702,2321,689,2311,1475,201,242
14330207,1147,738,8,698,9,6067,206,242
14333907,1148,686,2304,686,2322,1496,202,242
14340180,1149,716,9,686,9,6040,206,242
14343906,1150,686,2306,686,2315,1460,220,242
14350173,1151,685,9,685,9,6034,206,242
14353914,1152,685,2328,685,2309,1486,211,242
14360224,1153,714,9,685,37,6077,206,242
14363911,1154,702,2355,685,2302,1486,219,242
14370246,1155,716,9,702,9,6103,206,242
14373914,1156,702,2285,701,2311,1477,230,242
14380207,1157,715,9,702,9,6043,224,242
14383908,1158,692,2284,723,2285,1476,252,242
14390209,1159,685,8,684,8,6025,222,242
14393914,1160,686,2302,684,2285,1455,202,242
14400176,1161,686,8,712,9,6001,235,242
14403908,1162,684,2305,687,2286,1486,202,242
14410173,1163,731,9,702,9,6005,234,242
14413910,1164,710,2302,684,2304,1492,202,242
14420186,1165,694,8,684,9,6043,206,242
14423906,1166,685,2311,684,2302,1495,202,242
14430163,1167,740,8,684,9,6025,206,242
14433908,1168,686,2337,685,2299,1484,201,242
14440188,1169,740,8,685,8,6047,206,242
14443913,1170,687,2338,685,2341,1484,202,242
14450239,1171,739,9,685,8,6093,206,242
14453906,1172,686,2332,686,2337,1500,202,242
14460222,1173,715,9,686,9,6083,206,242
14463911,1174,713,2319,686,2317,1459,219,242
14470220,1175,685,9,712,8,6076,206,242
14473908,1176,685,2290,701,2341,1486,210,242
14480218,1177,715,9,685,9,6061,206,242
14483913,1178,687,2285,702,2285,1476,230,242
14490165,1179,716,8,685,8,6001,223,242
14493911,1180,684,2286,694,2284,1460,202,242
14500207,1181,712,9,685,8,5991,222,242
14503910,1182,729,2284,729,2285,1456,202,242
14510255,1183,685,36,691,9,6096,222,242
14513912,1184,708,2285,714,2290,1492,202,242
14520212,1185,714,9,713,9,6039,235,242
14523907,1186,693,2299,702,2303,1486,201,242
14530177,1187,684,9,709,8,6038,206,242
14533912,1188,685,2331,685,2326,1453,202,242
14540214,1189,753,9,684,9,6069,206,242
14543908,1190,686,2338,685,2315,1496,201,242
14550205,1191,742,9,684,8,6064,206,242
14553913,1192,687,2321,698,2315,1485,202,242
14560224,1193,727,9,685,8,6079,206,242
14563907,1194,686,2346,685,2302,1488,202,242
14570202,1195,714,8,685,8,6063,206,242
14573910,1196,686,2310,686,2324,1460,220,242
14580191,1197,686,9,712,8,6048,206,242
14583913,1198,685,2323,685,2319,1485,210,242
14590200,1199,715,9,685,9,6055,206,242
14593914,1200,687,2342,702,2336,1476,230,242
14600272,1201,686,9,702,9,6109,206,242
14603912,1202,684,2285,684,2307,1476,230,242
14610164,1203,685,9,686,9,6003,222,242
14613907,1204,702,2284,728,2284,1458,202,242
14620252,1205,685,36,689,8,6069,222,242
14623907,1206,712,2285,711,2290,1461,202,242
14630210,1207,716,8,710,9,6042,235,242
14633914,1208,689,2295,705,2299,1486,202,242
14640236,1209,684,8,710,8,6030,234,242
14643915,1210,686,2333,684,2328,1452,202,242
14650220,1211,753,8,685,9,6072,206,242
14653913,1212,685,2343,684,2328,1496,202,242
14660229,1213,733,8,685,9,6083,205,242
14663910,1214,686,2327,685,2326,1476,202,242
14670227,1215,713,9,685,8,6084,206,242
14673914,1216,686,2350,686,2325,1474,202,242
14680236,1217,716,9,686,9,6089,206,242
14683908,1218,687,2321,690,2314,1460,220,242
14690194,1219,715,8,685,8,6054,206,242
14693910,1220,685,2336,685,2337,1486,210,242
14700228,1221,699,9,685,9,6085,206,242
14703909,1222,687,2339,702,2338,1499,202,242
14710266,1223,716,9,701,8,6107,206,242
14713915,1224,702,2308,701,2312,1476,230,242
14720231,1225,715,9,685,9,6066,224,242
14723940,1226,690,2303,701,2284,1459,259,242
14730237,1227,685,36,684,9,6048,222,242
14733906,1228,701,2285,712,2286,1456,203,242
14740192,1229,716,8,711,8,6025,235,242
14743914,1230,697,2303,697,2289,1486,202,242
14750202,1231,731,9,703,8,6028,234,242
14753913,1232,686,9,686,9,1494,202,242
14758912,1233,685,8,686,8,1430,220,242
14763910,1234,685,2339,685,2293,1430,220,242
14770187,1235,715,8,685,2336,6043,206,242
14774203,1236,743,2285,711,9,3786,204,242
14778911,1237,686,9,685,9,3790,203,242
14783914,1238,686,2324,685,2361,1447,229,242
14790245,1239,739,9,685,2326,6099,206,242
14794277,1240,738,2286,688,8,3802,204,242
14798912,1241,687,9,683,8,3764,204,242
14803906,1242,713,2317,686,2322,1428,201,242
14810217,1243,714,9,712,2322,6078,206,242
14814246,1244,714,2285,694,9,3799,204,242
14818914,1245,702,9,682,8,3743,204,242
14823914,1246,686,2285,702,2286,1443,202,242
14830166,1247,715,8,684,2316,6001,223,242
14834171,1248,715,2312,686,8,3766,212,242
14838928,1249,685,9,711,8,3764,212,242
14843910,1250,729,2284,729,2312,1455,202,242
14850256,1251,685,9,689,8,6096,223,242
14853910,1252,703,9,684,8,1460,201,242
14858910,1253,712,9,685,9,1447,202,242
14863908,1254,708,2287,687,2305,1455,202,242
14870197,1255,684,2285,686,2307,6029,206,242
14876480,1256,685,9,684,8,6005,222,242
14878910,1257,686,9,686,9,1455,202,242
14883908,1258,686,2322,685,2316,1430,219,242
14890190,1259,741,2285,707,2290,6050,206,242
14896518,1260,716,8,711,8,6067,235,242
14898911,1261,686,9,702,9,1487,202,242
14903915,1262,686,2328,686,2323,1447,230,242
14910212,1263,715,2314,684,2321,6064,206,242
14916520,1264,697,9,684,8,6076,206,242
14918912,1265,686,8,684,8,1496,202,242
14923907,1266,685,2325,685,2310,1430,202,242
14930214,1267,715,2292,685,2312,6074,206,242
14936509,1268,721,9,686,9,6062,206,242
14938912,1269,687,9,713,9,1482,202,242
14943909,1270,702,2285,701,2316,1458,201,242
14950207,1271,687,2310,685,2292,6047,223,242
14956485,1272,715,8,691,9,6046,206,242
14958912,1273,702,9,684,2312,1465,218,242
14963911,1274,712,2302,711,8,3749,204,242
14968910,1275,713,9,684,2326,3776,204,242
14973914,1276,683,2303,683,8,3773,203,242
14978908,1277,691,9,686,2354,3719,204,242
14983909,1278,710,2315,710,9,3781,204,242
14988906,1279,685,9,686,2369,3786,204,242
14993907,1280,686,2300,685,9,3791,204,242
14998909,1281,685,9,699,2311,3720,204,242
15003910,1282,686,2330,685,9,3747,204,242
15008913,1283,686,8,684,2336,3750,204,242
15013914,1284,686,2361,685,9,3775,204,242
15018913,1285,686,9,685,2339,3800,204,242
15023908,1286,686,2328,686,9,3761,222,242
15028909,1287,686,9,684,2286,3749,222,242
15033910,1288,708,2313,685,8,3706,212,242
15038908,1289,685,8,728,2284,3758,212,242
15043906,1290,685,2342,685,8,3749,204,242
15048907,1291,687,8,703,2285,3779,231,242
15053910,1292,698,2311,699,9,3727,233,242
15058908,1293,702,9,693,8,3759,233,242
15063908,1294,698,8,710,9,1453,202,242
15068940,1295,688,2307,702,2299,1467,202,242
15075228,1296,713,9,696,9,6038,206,242
15078907,1297,685,2285,711,2298,1496,202,242
15085191,1298,715,8,711,9,6023,235,242
15088913,1299,683,2287,702,2301,1486,202,242
15095219,1300,683,8,709,9,6016,264,242
15098906,1301,685,2314,685,2329,1452,202,242
15105194,1302,697,9,684,8,6055,206,242
15108907,1303,686,2302,684,2327,1497,202,242
15115181,1304,731,9,684,8,6042,206,242
15118906,1305,703,2294,686,2303,1475,202,242
15125183,1306,733,8,685,9,6045,206,242
15128910,1307,687,2324,685,2334,1495,201,242
15135214,1308,714,9,686,8,6071,206,242
15138913,1309,686,2296,686,2318,1459,220,242
15145174,1310,686,9,695,9,6028,206,242
15148907,1311,713,2306,685,2337,1468,211,242
15155221,1312,714,9,685,8,6081,206,242
15158908,1313,701,2318,701,2301,1486,202,242
15165223,1314,716,8,702,8,6066,223,242
15168909,1315,702,2298,701,2294,1477,230,242
15175197,1316,716,9,683,8,6038,223,242
15178921,1317,685,2307,696,2303,1458,227,242
15185204,1318,712,8,692,8,6034,206,242
15188908,1319,712,2302,684,2303,1493,201,242
15195212,1320,702,9,702,9,6042,234,242
15198911,1321,714,2307,711,2303,1462,202,242
15205249,1322,717,8,711,8,6077,234,242
15208909,1323,712,2307,705,2305,1487,201,242
15215235,1324,684,8,706,8,6070,230,242
15218911,1325,685,2291,685,2302,1449,202,242
15225148,1326,737,9,684,8,6004,206,242
15228907,1327,686,2325,685,2324,1480,202,242
15235200,1328,711,8,685,9,6060,206,242
15238907,1329,686,2347,686,2365,1484,202,242
15245265,1330,711,8,693,8,6126,206,242
15248908,1331,686,2328,686,2363,1493,202,242
15255247,1332,714,8,686,8,6106,206,242
15258909,1333,686,2296,699,2301,1459,220,242
15265165,1334,724,9,685,9,6024,206,242
15268908,1335,685,2326,685,2325,1496,202,242
15275221,1336,716,26,685,8,6064,206,242
15278908,1337,687,2346,685,2340,1477,229,242
15285260,1338,715,9,685,9,6101,225,242
15288910,1339,684,2294,693,2307,1459,231,242
15295180,1340,685,9,687,8,6021,223,242
15298907,1341,711,2294,711,2298,1460,202,242
15305222,1342,732,36,701,9,6055,234,242
15308906,1343,712,2289,711,2299,1519,202,242
15315221,1344,716,8,711,8,6054,235,242
15318907,1345,707,2298,705,2300,1487,202,242
15325221,1346,684,8,708,8,6052,234,242
15328909,1347,685,2337,684,2330,1450,202,242
15335222,1348,759,9,684,8,6080,206,242
15338913,1349,685,2326,684,2318,1503,202,242
15345201,1350,741,8,684,8,6055,206,242
15348908,1351,686,2342,685,2327,1484,202,242
15355224,1352,723,9,685,8,6084,206,242
15358913,1353,687,2363,686,2328,1468,202,242
15365251,1354,716,9,686,9,6105,206,242
15368914,1355,686,2323,686,2325,1460,220,242
15375209,1356,685,8,691,9,6062,206,242
15378927,1357,685,2323,685,2337,1464,218,242
15385231,1358,716,9,685,9,6072,206,242
15388909,1359,685,2342,685,2336,1477,202,242
15395250,1360,715,9,684,9,6090,224,242
15398908,1361,684,2286,694,2312,1458,231,242
15405175,1362,691,9,702,9,6018,222,242
15408911,1363,702,2312,702,2303,1451,201,242
15415248,1364,741,9,698,8,6088,206,242
15418911,1365,692,2298,711,2299,1499,202,242
15425214,1366,717,9,711,8,6042,235,242
15428910,1367,695,2297,704,2303,1487,202,242
15435240,1368,683,8,706,9,6039,233,242
15438914,1369,685,2325,685,2335,1448,202,242
15445218,1370,696,8,710,9,6071,206,242
15448911,1371,686,2322,684,2309,1465,201,242
15455187,1372,741,8,684,9,6044,206,242
15458914,1373,703,2300,685,2306,1485,201,242
15465200,1374,697,8,685,9,6053,206,242
15468911,1375,686,2330,686,2332,1488,201,242
15475219,1376,712,9,685,8,6076,206,242
15478908,1377,686,2298,686,2315,1486,221,242
15485169,1378,685,8,699,8,6027,206,242
15488906,1379,712,2304,703,2298,1473,210,242
15495199,1380,703,8,712,9,6060,206,242
15498912,1381,702,2311,702,2304,1503,202,242
15505222,1382,686,9,702,8,6060,223,242
15508907,1383,702,2284,684,2311,1476,230,242
15515174,1384,715,8,685,8,6025,215,242
15518911,1385,690,2308,698,2299,1460,259,242
15525196,1386,712,8,694,2294,6036,206,242
15529224,1387,685,2313,694,8,3781,204,242
15533908,1388,686,8,684,8,3801,220,242
15538908,1389,712,2302,707,2303,1428,202,242
15545237,1390,715,8,711,2294,6068,235,242
15549268,1391,715,2339,685,8,3772,233,242
15553906,1392,711,8,685,8,3790,233,242
15558914,1393,686,2347,685,2334,1457,220,242
15565239,1394,755,9,710,2290,6092,206,242
15569275,1395,755,2294,702,9,3805,204,242
15573912,1396,694,9,712,8,3801,204,242
15578907,1397,686,2335,685,2319,1465,202,242
15585207,1398,709,9,685,2332,6067,206,242
15589243,1399,733,2301,699,9,3806,204,242
15593906,1400,686,9,683,8,3783,204,242
15598906,1401,686,2308,686,2295,1428,222,242
15605155,1402,728,9,685,2310,6016,206,242
15609186,1403,703,2291,685,8,3800,204,242
